"cod","unidade","nome","Arabica_area","Canephora_area","area_total","proporcao_Arabica","proporcao_Canephora","yield","FC_m","FC2km","FC500m","PollinatorD","EUdist","ID","Principal"
"4107801","MU","Floraí (PR)",100,0,100,1,0,22.22222222,0.058666667,0.073666667,0.056666667,0.3,363.1474369,"other municipalities","Arabica"
"4108007","MU","Florestópolis (PR)",146,0,146,1,0,31.67777778,0.113,0.030666667,0.030666667,0.3,472.1618834,"other municipalities","Arabica"
"4108205","MU","Formosa do Oeste (PR)",50,0,50,1,0,30.01666667,0.056666667,0.042333333,0.016666667,0.3,321.5122197,"other municipalities","Arabica"
"4108320","MU","Francisco Alves (PR)",30,0,30,1,0,14.25,0.025,0.015,0.017,0.3,594.1822322,"other municipalities","Arabica"
"4108551","MU","Godoy Moreira (PR)",30,0,30,1,0,15.18333333,0.097666667,0.079,0.048666667,0.3,344.4036966,"other municipalities","Arabica"
"4108601","MU","Goioerê (PR)",25,0,25,1,0,27.33333333,0.082,0.071666667,0.106333333,0.3,270.5078348,"other municipalities","Arabica"
"4108700","MU","Grandes Rios (PR)",3000,0,3000,1,0,19.66666667,0.127666667,0.148,0.101333333,0.3,205.458599,"other municipalities","Arabica"
"4108908","MU","Guairaçá (PR)",130,0,130,1,0,11.23888889,0.067666667,0.040666667,0.037,0.3,651.5979344,"other municipalities","Arabica"
"4109005","MU","Guapirama (PR)",240,0,240,1,0,29.65,0.046333333,0.04,0.036333333,0.3,327.2179034,"other municipalities","Arabica"
"4109203","MU","Guaraci (PR)",22,0,22,1,0,23.05555556,0.047666667,0.025666667,0.038666667,0.3,507.3963366,"other municipalities","Arabica"
"4109708","MU","Ibaiti (PR)",2910,0,2910,1,0,27.85,0.136333333,0.158666667,0.136,0.3,160.5889404,"other municipalities","Arabica"
"4109807","MU","Ibiporã (PR)",200,0,200,1,0,19.74444444,0.067,0.062333333,0.059333333,0.3,365.0537623,"other municipalities","Arabica"
"4109906","MU","Icaraíma (PR)",55,0,55,1,0,15.86111111,0.043333333,0.015666667,0.009333333,0.3,636.7514322,"other municipalities","Arabica"
"4110003","MU","Iguaraçu (PR)",13,0,13,1,0,24.74444444,0.039666667,0.054,0.081333333,0.3,446.1398406,"other municipalities","Arabica"
"4110052","MU","Iguatu (PR)",76,0,76,1,0,22.83888889,0.143666667,0.120333333,0.065333333,0.3,290.4866871,"other municipalities","Arabica"
"4110409","MU","Indianópolis (PR)",70,0,70,1,0,15.36666667,0.076333333,0.074333333,0.072,0.3,339.4769842,"other municipalities","Arabica"
"4110607","MU","Iporã (PR)",100,0,100,1,0,14.66111111,0.046,0.034333333,0.036666667,0.3,359.6446472,"other municipalities","Arabica"
"4110656","MU","Iracema do Oeste (PR)",255,0,255,1,0,27.4,0.060666667,0.067,0.057,0.3,241.5389043,"other municipalities","Arabica"
"4110805","MU","Iretama (PR)",90,0,90,1,0,21.91111111,0.162,0.112666667,0.113333333,0.3,197.3281489,"other municipalities","Arabica"
"4110904","MU","Itaguajé (PR)",45,0,45,1,0,25.85,0.017,0.017,0.024666667,0.3,523.7592844,"other municipalities","Arabica"
"4111001","MU","Itambaracá (PR)",20,0,20,1,0,23.18333333,0.024,0.037666667,0.058333333,0.3,555.3456359,"other municipalities","Arabica"
"4111308","MU","Itaúna do Sul (PR)",150,0,150,1,0,12.40555556,0.028333333,0.022333333,0.042333333,0.3,605.7491735,"other municipalities","Arabica"
"4111506","MU","Ivaiporã (PR)",1000,0,1000,1,0,16.21111111,0.079,0.093333333,0.072,0.3,199.6194314,"other municipalities","Arabica"
"4111555","MU","Ivaté (PR)",40,0,40,1,0,15.13888889,0.093666667,0.042666667,0.031,0.3,387.259742,"other municipalities","Arabica"
"4111704","MU","Jaboti (PR)",341,0,341,1,0,32.88333333,0.068666667,0.061666667,0.066666667,0.3,293.0675569,"other municipalities","Arabica"
"4111803","MU","Jacarezinho (PR)",928,0,928,1,0,29.87777778,0.105,0.08,0.059,0.3,274.3597319,"other municipalities","Arabica"
"4111902","MU","Jaguapitã (PR)",52,0,52,1,0,19.13888889,0.055,0.053666667,0.050666667,0.3,395.3281779,"other municipalities","Arabica"
"4112108","MU","Jandaia do Sul (PR)",1500,0,1500,1,0,27.22222222,0.100333333,0.101333333,0.074,0.3,210.4947299,"other municipalities","Arabica"
"4112207","MU","Janiópolis (PR)",50,0,50,1,0,22.18333333,0.052666667,0.049333333,0.027,0.3,280.1584356,"other municipalities","Arabica"
"4112306","MU","Japira (PR)",1066,0,1066,1,0,34.43888889,0.103,0.110666667,0.079,0.3,296.9449506,"other municipalities","Arabica"
"4112405","MU","Japurá (PR)",191,0,191,1,0,17.51666667,0.078333333,0.037,0.045666667,0.3,419.0692733,"other municipalities","Arabica"
"4112504","MU","Jardim Alegre (PR)",890,0,890,1,0,15.65555556,0.075,0.074666667,0.054333333,0.3,278.3170161,"other municipalities","Arabica"
"4112702","MU","Jataizinho (PR)",63,0,63,1,0,23.95,0.068666667,0.077333333,0.038,0.3,325.9725584,"other municipalities","Arabica"
"4112751","MU","Jesuítas (PR)",2500,0,2500,1,0,31.46111111,0.074666667,0.064333333,0.05,0.3,303.5723653,"other municipalities","Arabica"
"4112801","MU","Joaquim Távora (PR)",475,0,475,1,0,31.12777778,0.073333333,0.072333333,0.056,0.3,236.7522786,"other municipalities","Arabica"
"4112900","MU","Jundiaí do Sul (PR)",565,0,565,1,0,30.35,0.089333333,0.109,0.092,0.3,228.1783554,"other municipalities","Arabica"
"4113007","MU","Jussara (PR)",30,0,30,1,0,19.81666667,0.112333333,0.086333333,0.058666667,0.3,373.2887491,"other municipalities","Arabica"
"4113106","MU","Kaloré (PR)",60,0,60,1,0,23.51666667,0.054,0.058,0.043333333,0.3,245.4427653,"other municipalities","Arabica"
"4113403","MU","Leópolis (PR)",100,0,100,1,0,20.66111111,0.042,0.015666667,0.029,0.3,680.3783896,"other municipalities","Arabica"
"4113429","MU","Lidianópolis (PR)",980,0,980,1,0,16.03333333,0.067666667,0.052333333,0.037333333,0.3,328.1743085,"other municipalities","Arabica"
"4113502","MU","Loanda (PR)",20,0,20,1,0,10,0.060333333,0.024666667,0.086666667,0.3,885.6438352,"other municipalities","Arabica"
"4113700","MU","Londrina (PR)",3400,0,3400,1,0,22.67222222,0.139333333,0.134333333,0.091666667,0.3,237.6586279,"other municipalities","Arabica"
"4113734","MU","Luiziana (PR)",27,0,27,1,0,19.58333333,0.185,0.203666667,0.117666667,0.3,249.8374055,"other municipalities","Arabica"
"4113759","MU","Lunardelli (PR)",650,0,650,1,0,17.21666667,0.135333333,0.062666667,0.028333333,0.3,413.0201993,"other municipalities","Arabica"
"4113809","MU","Lupionópolis (PR)",100,0,100,1,0,16.11111111,0.049333333,0.005666667,0.014333333,0.3,740.5919636,"other municipalities","Arabica"
"4114104","MU","Mandaguaçu (PR)",43,0,43,1,0,17.51666667,0.073333333,0.055666667,0.044,0.3,400.2483873,"other municipalities","Arabica"
"4114203","MU","Mandaguari (PR)",1800,0,1800,1,0,23.58333333,0.087,0.083333333,0.058,0.3,268.8151683,"other municipalities","Arabica"
"4114708","MU","Maria Helena (PR)",162,0,162,1,0,17.51666667,0.072666667,0.068333333,0.065,0.3,326.7067489,"other municipalities","Arabica"
"4114807","MU","Marialva (PR)",130,0,130,1,0,29.39444444,0.057,0.065333333,0.11,0.3,136.3204208,"other municipalities","Arabica"
"4114906","MU","Marilândia do Sul (PR)",50,0,50,1,0,23.79444444,0.114333333,0.126,0.073,0.3,252.3288708,"other municipalities","Arabica"
"4115002","MU","Marilena (PR)",145,0,145,1,0,8.344444444,0.052666667,0.017666667,0.025333333,0.3,662.231976,"other municipalities","Arabica"
"4115200","MU","Maringá (PR)",475,0,475,1,0,28.51111111,0.047666667,0.059333333,0.055333333,0.3,286.7864113,"other municipalities","Arabica"
"4115507","MU","Marumbi (PR)",210,0,210,1,0,24.71111111,0.116,0.117333333,0.088333333,0.3,213.7560702,"other municipalities","Arabica"
"4116000","MU","Miraselva (PR)",57,0,57,1,0,18.71666667,0.067,0.041666667,0.034,0.3,452.3642033,"other municipalities","Arabica"
"4116109","MU","Moreira Sales (PR)",100,0,100,1,0,26.42222222,0.042,0.030666667,0.039333333,0.3,395.2341626,"other municipalities","Arabica"
"4116307","MU","Munhoz de Melo (PR)",83,0,83,1,0,23.18888889,0.034,0.027,0.017666667,0.3,562.1417219,"other municipalities","Arabica"
"4116406","MU","Nossa Senhora das Graças (PR)",8,0,8,1,0,16.11111111,0.032,0.017,0.022666667,0.3,585.0487432,"other municipalities","Arabica"
"4116604","MU","Nova América da Colina (PR)",110,0,110,1,0,21.51111111,0.084666667,0.075666667,0.060666667,0.3,297.3881314,"other municipalities","Arabica"
"4116703","MU","Nova Aurora (PR)",25,0,25,1,0,21.08333333,0.083333333,0.049666667,0.018333333,0.3,354.9223802,"other municipalities","Arabica"
"4116901","MU","Nova Esperança (PR)",55,0,55,1,0,15,0.067333333,0.081,0.076,0.3,305.2359923,"other municipalities","Arabica"
"4117008","MU","Nova Fátima (PR)",950,0,950,1,0,24.64444444,0.091,0.082666667,0.075,0.3,283.2913085,"other municipalities","Arabica"
"4117107","MU","Nova Londrina (PR)",40,0,40,1,0,7.066666667,0.059666667,0.015,0.014,0.3,750.5981569,"other municipalities","Arabica"
"4117206","MU","Nova Olímpia (PR)",54,0,54,1,0,14.8,0.044,0.042666667,0.038666667,0.3,333.9585335,"other municipalities","Arabica"
"4117271","MU","Nova Tebas (PR)",40,0,40,1,0,17.63888889,0.151666667,0.115,0.148,0.3,159.0425522,"other municipalities","Arabica"
"4117297","MU","Novo Itacolomi (PR)",210,0,210,1,0,22.36111111,0.110666667,0.096333333,0.061666667,0.3,247.8457999,"other municipalities","Arabica"
"4118006","MU","Paraíso do Norte (PR)",20,0,20,1,0,13.5,0.066,0.074666667,0.037666667,0.3,471.3087157,"other municipalities","Arabica"
"4118105","MU","Paranacity (PR)",7,0,7,1,0,9.516666667,0.045666667,0.023,0.031,0.3,718.1340818,"other municipalities","Arabica"
"4118402","MU","Paranavaí (PR)",170,0,170,1,0,12.38333333,0.083333333,0.085666667,0.141666667,0.3,215.903676,"other municipalities","Arabica"
"4118808","MU","Peabiru (PR)",115,0,115,1,0,29.46666667,0.094666667,0.104,0.039666667,0.3,305.4066802,"other municipalities","Arabica"
"4118857","MU","Perobal (PR)",30,0,30,1,0,15.66111111,0.035333333,0.042666667,0.039666667,0.3,492.0952579,"other municipalities","Arabica"
"4118907","MU","Pérola (PR)",39,0,39,1,0,12.26111111,0.028,0.026,0.03,0.3,668.9802816,"other municipalities","Arabica"
"4119202","MU","Pinhalão (PR)",2085,0,2085,1,0,38.76666667,0.205666667,0.182333333,0.146666667,0.3,151.5138221,"other municipalities","Arabica"
"4119657","MU","Pitangueiras (PR)",538,0,538,1,0,32.06111111,0.040666667,0.034333333,0.033,0.3,354.3155368,"other municipalities","Arabica"
"4120002","MU","Porecatu (PR)",53,0,53,1,0,18.06111111,0.079333333,0.062666667,0.054333333,0.3,422.9487156,"other municipalities","Arabica"
"4120200","MU","Porto Rico (PR)",25,0,25,1,0,9.561111111,0.115333333,0.029,0.016666667,0.3,838.9343444,"other municipalities","Arabica"
"4120333","MU","Prado Ferreira (PR)",296,0,296,1,0,18.75555556,0.080333333,0.045666667,0.061,0.3,517.6493691,"other municipalities","Arabica"
"4120507","MU","Primeiro de Maio (PR)",145,0,145,1,0,30.16111111,0.026,0.084666667,0.071666667,0.3,310.5381583,"other municipalities","Arabica"
"4120705","MU","Quatiguá (PR)",87,0,87,1,0,32.91666667,0.050666667,0.059333333,0.051,0.3,246.0061776,"other municipalities","Arabica"
"4121109","MU","Quinta do Sol (PR)",66,0,66,1,0,26.37777778,0.083666667,0.077333333,0.043,0.3,494.3967945,"other municipalities","Arabica"
"4121307","MU","Rancho Alegre (PR)",50,0,50,1,0,21.01666667,0.023333333,0.007333333,0.01,0.3,792.2567709,"other municipalities","Arabica"
"4121802","MU","Ribeirão Claro (PR)",2294,0,2294,1,0,36.71666667,0.082333333,0.105666667,0.085,0.3,220.3577898,"other municipalities","Arabica"
"4121901","MU","Ribeirão do Pinhal (PR)",920,0,920,1,0,24.8,0.102,0.125333333,0.107666667,0.3,273.5932765,"other municipalities","Arabica"
"4122107","MU","Rio Bom (PR)",120,0,120,1,0,20.90555556,0.109333333,0.093333333,0.107333333,0.3,172.4328869,"other municipalities","Arabica"
"4122404","MU","Rolândia (PR)",1660,0,1660,1,0,27.41666667,0.074,0.072333333,0.061333333,0.3,352.1110154,"other municipalities","Arabica"
"4122503","MU","Roncador (PR)",25,0,25,1,0,17.46111111,0.205,0.209333333,0.134,0.3,167.7165978,"other municipalities","Arabica"
"4122602","MU","Rondon (PR)",100,0,100,1,0,14.95555556,0.08,0.054,0.037333333,0.3,390.2758197,"other municipalities","Arabica"
"4122701","MU","Sabáudia (PR)",160,0,160,1,0,23.52777778,0.072333333,0.059,0.024333333,0.3,524.4238389,"other municipalities","Arabica"
"4122909","MU","Salto do Itararé (PR)",791,0,791,1,0,29.62222222,0.067666667,0.089333333,0.074666667,0.3,206.0931237,"other municipalities","Arabica"
"4123105","MU","Santa Amélia (PR)",412,0,412,1,0,22.93888889,0.075333333,0.123,0.079333333,0.3,163.7938392,"other municipalities","Arabica"
"4123204","MU","Santa Cecília do Pavão (PR)",84,0,84,1,0,21.32777778,0.084333333,0.036333333,0.026666667,0.3,359.8609166,"other municipalities","Arabica"
"4123303","MU","Santa Cruz de Monte Castelo (PR)",30,0,30,1,0,9.261111111,0.047,0.021666667,0.072666667,0.3,606.4648494,"other municipalities","Arabica"
"4123402","MU","Santa Fé (PR)",171,0,171,1,0,23.1,0.054,0.046666667,0.02,0.3,446.2194889,"other municipalities","Arabica"
"4123600","MU","Santa Inês (PR)",6,0,6,1,0,26.70555556,0.023,0.009333333,0.016,0.3,684.6981499,"other municipalities","Arabica"
"4123709","MU","Santa Isabel do Ivaí (PR)",35,0,35,1,0,7.444444444,0.036,0.015333333,0.032666667,0.3,949.7549859,"other municipalities","Arabica"
"4123907","MU","Santa Mariana (PR)",620,0,620,1,0,23.44444444,0.078666667,0.078333333,0.054333333,0.3,336.3530196,"other municipalities","Arabica"
"4123956","MU","Santa Mônica (PR)",40,0,40,1,0,6.666666667,0.063333333,0.014,0.017333333,0.3,890.9164929,"other municipalities","Arabica"
"4124004","MU","Santana do Itararé (PR)",108,0,108,1,0,30.03888889,0.104333333,0.09,0.073333333,0.3,224.7733608,"other municipalities","Arabica"
"4124103","MU","Santo Antônio da Platina (PR)",1265,0,1265,1,0,30.75555556,0.060666667,0.059333333,0.05,0.3,289.7150235,"other municipalities","Arabica"
"4124202","MU","Santo Antônio do Caiuá (PR)",2,0,2,1,0,11.11111111,0.041666667,0.019,0.058666667,0.3,615.7506112,"other municipalities","Arabica"
"4124301","MU","Santo Antônio do Paraíso (PR)",28,0,28,1,0,21.76666667,0.129,0.08,0.031666667,0.3,251.8574648,"other municipalities","Arabica"
"4124509","MU","Santo Inácio (PR)",9,0,9,1,0,13.73888889,0.02,0.002666667,0.033666667,0.3,1046.558523,"other municipalities","Arabica"
"4124707","MU","São Jerônimo da Serra (PR)",1120,0,1120,1,0,24.30555556,0.230666667,0.133,0.085,0.3,203.5375469,"other municipalities","Arabica"
"4125001","MU","São João do Ivaí (PR)",120,0,120,1,0,16.90555556,0.032333333,0.045666667,0.052,0.3,387.687606,"other municipalities","Arabica"
"4125357","MU","São Jorge do Patrocínio (PR)",365,0,365,1,0,17.52222222,0.066,0.035,0.025666667,0.3,558.0050581,"other municipalities","Arabica"
"4125555","MU","São Manoel do Paraná (PR)",54,0,54,1,0,17.45,0.166666667,0.074666667,0.062333333,0.3,438.3037282,"other municipalities","Arabica"
"4125803","MU","São Pedro do Ivaí (PR)",30,0,30,1,0,16.85,0.079,0.073,0.011666667,0.3,360.7105939,"other municipalities","Arabica"
"4125902","MU","São Pedro do Paraná (PR)",60,0,60,1,0,9.722222222,0.033,0.029333333,0.024666667,0.3,684.7181013,"other municipalities","Arabica"
"4126009","MU","São Sebastião da Amoreira (PR)",66,0,66,1,0,21.68333333,0.081333333,0.051,0.041666667,0.3,546.5318491,"other municipalities","Arabica"
"4126108","MU","São Tomé (PR)",100,0,100,1,0,17.24444444,0.153,0.071,0.069666667,0.3,235.0949449,"other municipalities","Arabica"
"4126207","MU","Sapopema (PR)",190,0,190,1,0,22.24444444,0.243,0.252333333,0.152,0.3,121.2157459,"other municipalities","Arabica"
"4126256","MU","Sarandi (PR)",55,0,55,1,0,30.27777778,0.031,0.058666667,0.062,0.3,290.3784702,"other municipalities","Arabica"
"4126405","MU","Sertaneja (PR)",40,0,40,1,0,21.64444444,0.015333333,0.037,0.054,0.3,832.6288157,"other municipalities","Arabica"
"4126504","MU","Sertanópolis (PR)",130,0,130,1,0,25.15,0.059333333,0.054666667,0.042666667,0.3,357.2233477,"other municipalities","Arabica"
"4126603","MU","Siqueira Campos (PR)",1265,0,1265,1,0,29.92222222,0.076333333,0.072,0.049,0.3,243.7952471,"other municipalities","Arabica"
"4126678","MU","Tamarana (PR)",150,0,150,1,0,24.44444444,0.263,0.229333333,0.141,0.3,203.0286326,"other municipalities","Arabica"
"4126702","MU","Tamboara (PR)",155,0,155,1,0,30.57222222,0.060666667,0.043666667,0.019,0.3,546.2693589,"other municipalities","Arabica"
"4126801","MU","Tapejara (PR)",53,0,53,1,0,21.73333333,0.060666667,0.055666667,0.033,0.3,515.9769812,"other municipalities","Arabica"
"4126900","MU","Tapira (PR)",38,0,38,1,0,20.48888889,0.059666667,0.014666667,0.016666667,0.3,621.5985016,"other municipalities","Arabica"
"4127205","MU","Terra Boa (PR)",234,0,234,1,0,14.68333333,0.192333333,0.147,0.062333333,0.3,277.5680859,"other municipalities","Arabica"
"4127304","MU","Terra Rica (PR)",325,0,325,1,0,18.26111111,0.034333333,0.028333333,0.052,0.3,636.0019499,"other municipalities","Arabica"
"4127403","MU","Terra Roxa (PR)",150,0,150,1,0,26.11111111,0.061666667,0.047,0.068666667,0.3,323.5647982,"other municipalities","Arabica"
"4127809","MU","Tomazina (PR)",979,0,979,1,0,32.74444444,0.113666667,0.102666667,0.098,0.3,261.4683506,"other municipalities","Arabica"
"4127908","MU","Tuneiras do Oeste (PR)",75,0,75,1,0,16.83888889,0.160333333,0.057,0.017,0.3,659.3206123,"other municipalities","Arabica"
"4128104","MU","Umuarama (PR)",330,0,330,1,0,18.76111111,0.066,0.054,0.037333333,0.3,717.0762676,"other municipalities","Arabica"
"4128401","MU","Uraí (PR)",245,0,245,1,0,22.67222222,0.04,0.029333333,0.017333333,0.3,538.0993944,"other municipalities","Arabica"
"4128625","MU","Alto Paraíso (PR)",37,0,37,1,0,13.03888889,0.071333333,0.008333333,0.020666667,0.3,822.7667044,"other municipalities","Arabica"
"4128807","MU","Xambrê (PR)",75,0,75,1,0,12.84444444,0.031,0.026666667,0.038333333,0.3,420.7955082,"other municipalities","Arabica"
